ACCOUNT_COID,PURPRINCIPAL
CI 0014 416263842         , 2752.7352
CI 0014 416270492         , 2073.0976
CI 0014 416267185         , 3789.094
CI 0014 416260866         , 2766.8864
CI 0014 416268321         , 10915.6444
CI 0014 416262798         , 11296.7312
CI 0014 416263449         , 15596.4236
CI 0014 416268429         , 40676.1272
CI 0014 416270097         , 1939.7708
CI 0014 416270556         , 15200.0
CI 0014 416268966         , 1755.8736
CI 0014 416268110         , 1708.5484
CI 0014 416263253         , 14279.1612
CI 0014 416267530         , 2367.1264
CI 0014 416269352         , 4023.5616
CI 0014 600039926         , 836.0
CI 0014 416268962         , 1574.074
CI 0014 416267588         , 4464.8936
CI 0014 416263241         , 3980.956
CI 0014 416267849         , 10109.178
CI 0014 416263744         , 1990.478
CI 0014 416269862         , 1974.6928
CI 0014 416268681         , 5099.6152
CI 0014 416270441         , 16309.7824
CI 0014 416269649         , 8994.9192
CI 0014 416268623         , 2460.614
CI 0014 416261524         , 6230.3508
CI 0014 416261623         , 1838.6604
CI 0014 416268421         , 9363.3824
CI 0014 416268121         , 4120.2716
CI 0014 600039927         , 2280.0
CI 0014 416266918         , 2500.9548
CI 0014 416267408         , 12304.0048
CI 0014 416264811         , 4201.8728
CI 0014 416269485         , 2234.134
CI 0014 416267840         , 8178.3448
CI 0014 416261388         , 1013.2472
CI 0014 416268661         , 1928.4696
CI 0014 416267597         , 3658.7008
CI 0014 416269084         , 4782.3532
CI 0014 416270275         , 1355.5816
CI 0014 416269721         , 2377.0444
CI 0014 416268961         , 4623.46
CI 0014 416269212         , 11312.828
CI 0014 416268414         , 5183.922
CI 0014 416270346         , 3036.6256
CI 0014 416267928         , 677.7604
CI 0014 416266433         , 3333.8008
CI 0014 416266791         , 1580.9444
CI 0014 416265819         , 1576.582
CI 0014 416270132         , 864.0212
CI 0014 416267601         , 2014.3192
CI 0014 416268605         , 2191.6044
CI 0014 416267177         , 4749.0424
CI 0014 416268247         , 10428.0892
CI 0014 416263129         , 4916.9568
CI 0014 416262652         , 3080.6448
CI 0014 416268234         , 2053.748
CI 0014 416267692         , 2541.2956
CI 0014 416266742         , 3584.1068
CI 0014 416268922         , 8825.158
CI 0014 416266499         , 3747.9476
CI 0014 600039933         , 912.0
CI 0014 600039929         , 760.0
CI 0014 416268729         , 2372.6288
CI 0014 416263677         , 6472.5172
CI 0014 416268124         , 1429.2256
CI 0014 416268257         , 4158.8416
CI 0014 416268215         , 754.6648
CI 0014 416263745         , 9762.7016
CI 0014 416263834         , 6149.5628
CI 0014 416265563         , 4863.8176
CI 0014 416268190         , 7367.9492
CI 0014 416266948         , 9555.9132
CI 0014 416263318         , 1326.314
CI 0014 416268254         , 4555.2044
CI 0014 416270181         , 4888.5556
CI 0014 416266529         , 4990.5552
CI 0014 416269333         , 3364.1704
CI 0014 416268861         , 3599.284
CI 0014 416270630         , 1256.5992
CI 0014 416265642         , 20493.3848
CI 0014 416267926         , 7762.1004
CI 0014 416268273         , 62457.6132
CI 0014 416268300         , 9345.8036
CI 0014 416268785         , 13372.5648
CI 0014 600039937         , 722.0
CI 0014 416269768         , 9900.178
CI 0014 416265913         , 51009.3988
CI 0014 416261775         , 22333.7856
CI 0014 416267656         , 2075.788
CI 0014 416268296         , 7467.5092
CI 0014 416266292         , 2070.3464
CI 0014 416268642         , 17805.622
CI 0014 416266296         , 2070.3464
CI 0014 416265821         , 5302.1476
CI 0014 416268271         , 2816.3548
CI 0014 416269585         , 967.7232
CI 0014 600039945         , 3040.0
CI 0014 416265626         , 2720.6176
CI 0014 416267854         , 3032.4
CI 0014 600039943         , 2280.0
CI 0014 416270453         , 8720.7492
CI 0014 416268745         , 4397.284
CI 0014 416269341         , 15020.7236
CI 0014 416261136         , 4444.9056
CI 0014 416263680         , 52374.0016
CI 0014 416268994         , 5803.0332
CI 0014 416265548         , 425.0376
CI 0014 416268906         , 4710.5712
CI 0014 600039944         , 1520.0
CI 0014 416264330         , 4431.484
CI 0014 416270473         , 856.9532
CI 0014 416269494         , 7487.0564
CI 0014 416269088         , 2461.2904
CI 0014 416269904         , 1133.2892
CI 0014 416267951         , 3191.658
CI 0014 416263284         , 4524.5916
CI 0014 416267846         , 6468.7552
CI 0014 600039946         , 2280.0
CI 0014 416265487         , 12211.034
CI 0014 416268809         , 2397.6708
CI 0014 600015849         , 835.772
CI 0014 416268595         , 12822.3932
CI 0014 416268377         , 1617.9792
CI 0014 600039947         , 3800.0
CI 0014 416264850         , 1356.41
CI 0014 416267921         , 2127.7872
CI 0014 416265880         , 2322.6816
CI 0014 416269198         , 1118.8112
CI 0014 416266942         , 4889.3308
CI 0014 416268560         , 8390.8104
CI 0014 416261852         , 14210.518
CI 0014 600039948         , 3800.0
CI 0014 416261337         , 16990.0964
CI 0014 600039949         , 3800.0
CI 0014 416266951         , 1911.1948
CI 0014 416268287         , 3742.1564
CI 0014 416269069         , 2637.7624
CI 0014 416266945         , 13134.6848
CI 0014 416262862         , 3339.3412
CI 0014 416264950         , 10929.6588
CI 0014 416263843         , 2131.7772
CI 0014 416267569         , 2796.8076
CI 0014 416266943         , 25088.4512
CI 0014 416269285         , 5425.2068
CI 0014 416269364         , 963.5356
CI 0014 416265630         , 34869.3776
CI 0014 416267985         , 1836.0536
CI 0014 416268829         , 877923.7052
CI 0014 416267531         , 1698.1136
CI 0014 416269353         , 816.5516
CI 0014 416270106         , 11768.79
CI 0014 600039950         , 3800.0
CI 0014 416268921         , 3159.2288
CI 0014 416263244         , 2694.8612
CI 0014 416267826         , 3323.8372
CI 0014 416265756         , 2514.2928
CI 0014 416265561         , 3039.8404
CI 0014 416268340         , 17860.0
CI 0014 416270442         , 13491.8164
CI 0014 416269795         , 2323.8824
CI 0014 416268862         , 1182.2408
CI 0014 416263738         , 2285.5632
CI 0014 416267382         , 4778.1048
CI 0014 416268865         , 35591.1344
CI 0014 416268185         , 1718.6564
CI 0014 416266435         , 5124.0568
CI 0014 416269319         , 5153.0204
CI 0014 416264961         , 322.012
CI 0014 416267410         , 3433.1252
CI 0014 416261440         , 1971.8504
CI 0014 416268884         , 3599.9908
CI 0014 416269252         , 5515.4568
CI 0014 416269196         , 3321.7852
CI 0014 416265802         , 4732.4592
CI 0014 416270535         , 13010.4172
CI 0014 416268646         , 3986.542
CI 0014 416267122         , 502.3828
CI 0014 416266456         , 2204.6688
CI 0014 416266288         , 1035.1656
CI 0014 416269867         , 1856.0796
CI 0014 416267984         , 2795.9032
CI 0014 416268208         , 5279.2032
CI 0014 416269866         , 4770.634
CI 0014 416269250         , 9545.4024
CI 0014 416263130         , 2434.7208
CI 0014 416267693         , 2724.752
CI 0014 416267508         , 8947.6168
CI 0014 416268260         , 3224.0188
CI 0014 416263261         , 5106.5008
CI 0014 416267576         , 3886.146
CI 0014 416269106         , 5029.2164
CI 0014 600039951         , 3800.0
CI 0014 416268727         , 790.3544
CI 0014 416263981         , 17562.2852
CI 0014 416263746         , 5713.8852
CI 0014 416267048         , 4435.8616
CI 0014 416268601         , 2739.5188
CI 0014 416267483         , 11356.794
CI 0014 416269791         , 3732.1472
CI 0014 416264421         , 1084.4288
CI 0014 416270522         , 3286.924
CI 0014 416269020         , 40141.1176
CI 0014 416268770         , 5805.868
CI 0014 416268001         , 6366.3072
CI 0014 416269334         , 2901.2012
CI 0014 416268638         , 1215.392
CI 0014 416270190         , 23039.5444
CI 0014 416267743         , 10209.5512
CI 0014 416268584         , 5106.1512
CI 0014 416266297         , 2771.5756
CI 0014 600039955         , 3800.0
CI 0014 416268285         , 7647.3252
CI 0014 416268349         , 2132.826
CI 0014 416269452         , 3408.106
CI 0014 416266293         , 2070.3464
CI 0014 416261792         , 2233.3892
CI 0014 416270542         , 3472.1132
CI 0014 416265446         , 5009.5096
CI 0014 600039956         , 4180.0
CI 0014 416265822         , 40388.7788
CI 0014 416268746         , 2581.568
CI 0014 416269342         , 6509.4076
CI 0014 416261137         , 2583.9544
CI 0014 416267320         , 16808.616
CI 0014 416268995         , 4610.54
CI 0014 416268652         , 4451.8672
CI 0014 600039957         , 7980.0
CI 0014 416265086         , 5206.5624
CI 0014 416270455         , 4410.964
CI 0014 416269089         , 2684.8976
CI 0014 416269095         , 4674.0456
CI 0014 416263568         , 1509.74
CI 0014 416267847         , 5527.3964
CI 0014 600039959         , 5700.0
CI 0014 416268424         , 17024.9348
CI 0014 416265476         , 17941.1376
CI 0014 416269617         , 7839.6356
CI 0014 600039960         , 8360.0
CI 0014 416269199         , 3600.2872
CI 0014 416268899         , 2821.044
CI 0014 416268203         , 5377.5548
CI 0014 416266268         , 884.8528
CI 0014 600015850         , 4960.6036
CI 0014 416266264         , 818.064
CI 0014 600039958         , 3800.0
CI 0014 416270480         , 4127.3548
CI 0014 416264058         , 1624.1352
CI 0014 416269831         , 1066.8424
CI 0014 416263684         , 9955.24
CI 0014 416267042         , 50594.112
CI 0014 416269152         , 3285.1076
CI 0014 416269001         , 12100.0512
CI 0014 416268916         , 3354.07
CI 0014 416265014         , 2392.2596
CI 0014 416270158         , 498.18
CI 0014 416265501         , 20040.288
CI 0014 416267977         , 1468.8368
CI 0014 416266944         , 12516.9492
CI 0014 416269365         , 2767.2512
CI 0014 416260577         , 9348.0
CI 0014 416267532         , 1836.6008
CI 0014 600039962         , 9500.0
CI 0014 416267690         , 2051.5972
CI 0014 416269000         , 3058.3616
CI 0014 416269651         , 1755.6304
CI 0014 416263254         , 5131.0488
CI 0014 416270359         , 17354.4252
CI 0014 416267736         , 2243.9
CI 0014 416269762         , 3646.1988
CI 0014 416269868         , 3664.036
CI 0014 416267979         , 9643.336
CI 0014 416265219         , 2462.362
CI 0014 416270520         , 5913.6664
CI 0014 416267437         , 9163.9812
CI 0014 416266998         , 8652.8888
CI 0014 416269063         , 1170.894
CI 0014 416261633         , 4518.0936
CI 0014 416268945         , 11955.8412
CI 0014 416268839         , 7488.7436
CI 0014 416269328         , 2569.5144
CI 0014 416265803         , 3031.5336
CI 0014 416268610         , 1533.6572
CI 0014 416267372         , 8843.0408
CI 0014 416268284         , 3742.1564
CI 0014 416263131         , 2325.6988
CI 0014 416268537         , 3851.604
CI 0014 416267788         , 1372.408
CI 0014 416269289         , 9004.4648
CI 0014 416269933         , 556.2212
CI 0014 416269107         , 3933.684
CI 0014 416266289         , 2070.3464
CI 0014 600039965         , 3800.0
CI 0014 416270525         , 3896.026
CI 0014 416268261         , 1972.2456
CI 0014 416265612         , 2606.9976
CI 0014 416263989         , 4139.34
CI 0014 416269906         , 5942.44
CI 0014 416264098         , 1832.0788
CI 0014 416270146         , 3582.5184
CI 0014 416260587         , 10024.4
CI 0014 416268700         , 1692.4668
CI 0014 416268771         , 8350.804
CI 0014 416267066         , 9392.5892
CI 0014 416268633         , 3326.8772
CI 0014 416269157         , 2030.9632
CI 0014 416270523         , 7468.1248
CI 0014 416269335         , 4417.6444
CI 0014 416270118         , 58607.0884
CI 0014 416267948         , 2500.5672
CI 0014 416269598         , 22627.9436
CI 0014 416268297         , 9334.3732
CI 0014 416268923         , 12261.3004
CI 0014 416267875         , 6322.7896
CI 0014 416262943         , 3155.862
CI 0014 416269453         , 2910.3668
CI 0014 416266294         , 2654.5736
CI 0014 416265447         , 918.9312
CI 0014 600039975         , 3800.0
CI 0014 416265823         , 82152.1164
CI 0014 416267321         , 17922.3124
CI 0014 416263212         , 5846.7636
CI 0014 416268996         , 1712.1888
CI 0014 416268653         , 3570.4876
CI 0014 600039974         , 4940.0
CI 0014 416265485         , 5459.2016
CI 0014 416269090         , 2146.0196
CI 0014 416263569         , 9723.0372
CI 0014 416267902         , 23418.0928
CI 0014 600039966         , 4940.0
CI 0014 416268510         , 4636.8816
CI 0014 416268940         , 4981.5264
CI 0014 416269179         , 3360.8416
CI 0014 600039977         , 2280.0
CI 0014 416266190         , 12219.1432
CI 0014 416269216         , 15604.1376
CI 0014 600039976         , 3800.0
CI 0014 600015851         , 4528.08
CI 0014 416266267         , 2393.4528
CI 0014 416266269         , 1769.7208
CI 0014 416268204         , 1074.5868
CI 0014 416268111         , 3779.2824
CI 0014 416269965         , 8366.7108
CI 0014 416265645         , 12808.4016
CI 0014 416267545         , 2889.9228
CI 0014 416269002         , 10776.5948
CI 0014 416269176         , 3327.4624
CI 0014 416270187         , 3281.338
CI 0014 416267986         , 3258.2568
CI 0014 416264971         , 5656.262
CI 0014 416267412         , 19113.7416
CI 0014 416269366         , 1940.5308
CI 0014 416260576         , 9415.64
CI 0014 416267533         , 827.0852
CI 0014 416270456         , 1270.34
CI 0014 416263255         , 4665.1232
CI 0014 416266215         , 5459.8096
CI 0014 416268915         , 9665.9764
CI 0014 416269794         , 2691.7984
CI 0014 416268999         , 10272.4792
CI 0014 416269950         , 1119.48
CI 0014 416267843         , 3736.35
CI 0014 416269417         , 4221.8
CI 0014 416267553         , 6483.8564
CI 0014 416267024         , 3134.1108
CI 0014 416268445         , 5782.7412
CI 0014 416267578         , 3327.1736
CI 0014 416267922         , 26553.8528
CI 0014 600039978         , 1520.0
CI 0014 416261807         , 2742.232
CI 0014 416267961         , 1063.8708
CI 0014 416267461         , 9662.716
CI 0014 416270371         , 1076.9352
CI 0014 416269876         , 2623.0108
CI 0014 416263570         , 3900.9888
CI 0014 416268761         , 10135.4132
CI 0014 416265703         , 6404.3984
CI 0014 416267376         , 1755.2124
